session_id,probe_id,anterior_posterior_ccf_coordinate,dorsal_ventral_ccf_coordinate,left_right_ccf_coordinate,UID
0cbeae00-e229-4b7d-bdcc-1b0569d7e0c3,probe01,6731.999999999999,6766.0,2126.999999999999,0cbeae00-e229-4b7d-bdcc-1b0569d7e0c3probe01
0cbeae00-e229-4b7d-bdcc-1b0569d7e0c3,probe01,6731.999999999999,6766.0,2126.999999999999,0cbeae00-e229-4b7d-bdcc-1b0569d7e0c3probe01
0cbeae00-e229-4b7d-bdcc-1b0569d7e0c3,probe01,6731.999999999999,6766.0,2126.999999999999,0cbeae00-e229-4b7d-bdcc-1b0569d7e0c3probe01
0cbeae00-e229-4b7d-bdcc-1b0569d7e0c3,probe01,6731.999999999999,6766.0,2126.999999999999,0cbeae00-e229-4b7d-bdcc-1b0569d7e0c3probe01
0cbeae00-e229-4b7d-bdcc-1b0569d7e0c3,probe01,6731.999999999999,6766.0,2126.999999999999,0cbeae00-e229-4b7d-bdcc-1b0569d7e0c3probe01
0cbeae00-e229-4b7d-bdcc-1b0569d7e0c3,probe01,6731.999999999999,6766.0,2126.999999999999,0cbeae00-e229-4b7d-bdcc-1b0569d7e0c3probe01
0cbeae00-e229-4b7d-bdcc-1b0569d7e0c3,probe01,6731.999999999999,6766.0,2126.999999999999,0cbeae00-e229-4b7d-bdcc-1b0569d7e0c3probe01
0cbeae00-e229-4b7d-bdcc-1b0569d7e0c3,probe01,6731.999999999999,6766.0,2126.999999999999,0cbeae00-e229-4b7d-bdcc-1b0569d7e0c3probe01
0cbeae00-e229-4b7d-bdcc-1b0569d7e0c3,probe01,6731.999999999999,6766.0,2126.999999999999,0cbeae00-e229-4b7d-bdcc-1b0569d7e0c3probe01
0cbeae00-e229-4b7d-bdcc-1b0569d7e0c3,probe01,6731.999999999999,6766.0,2126.999999999999,0cbeae00-e229-4b7d-bdcc-1b0569d7e0c3probe01
0cbeae00-e229-4b7d-bdcc-1b0569d7e0c3,probe01,6731.999999999999,6766.0,2126.999999999999,0cbeae00-e229-4b7d-bdcc-1b0569d7e0c3probe01
0cbeae00-e229-4b7d-bdcc-1b0569d7e0c3,probe01,6731.999999999999,6766.0,2126.999999999999,0cbeae00-e229-4b7d-bdcc-1b0569d7e0c3probe01
0cbeae00-e229-4b7d-bdcc-1b0569d7e0c3,probe01,6740.000000000001,6746.000000000001,2126.999999999999,0cbeae00-e229-4b7d-bdcc-1b0569d7e0c3probe01
0cbeae00-e229-4b7d-bdcc-1b0569d7e0c3,probe01,6740.000000000001,6746.000000000001,2126.999999999999,0cbeae00-e229-4b7d-bdcc-1b0569d7e0c3probe01
0cbeae00-e229-4b7d-bdcc-1b0569d7e0c3,probe01,6749.000000000001,6559.0,2125.9999999999995,0cbeae00-e229-4b7d-bdcc-1b0569d7e0c3probe01
0cbeae00-e229-4b7d-bdcc-1b0569d7e0c3,probe01,6740.000000000001,6746.000000000001,2126.999999999999,0cbeae00-e229-4b7d-bdcc-1b0569d7e0c3probe01
0cbeae00-e229-4b7d-bdcc-1b0569d7e0c3,probe01,6747.0,6727.0,2126.999999999999,0cbeae00-e229-4b7d-bdcc-1b0569d7e0c3probe01
0cbeae00-e229-4b7d-bdcc-1b0569d7e0c3,probe01,6749.000000000001,6706.0,2125.9999999999995,0cbeae00-e229-4b7d-bdcc-1b0569d7e0c3probe01
0cbeae00-e229-4b7d-bdcc-1b0569d7e0c3,probe01,6749.000000000001,6706.0,2125.9999999999995,0cbeae00-e229-4b7d-bdcc-1b0569d7e0c3probe01
0cbeae00-e229-4b7d-bdcc-1b0569d7e0c3,probe01,6749.000000000001,6706.0,2125.9999999999995,0cbeae00-e229-4b7d-bdcc-1b0569d7e0c3probe01
0cbeae00-e229-4b7d-bdcc-1b0569d7e0c3,probe01,6749.000000000001,6706.0,2125.9999999999995,0cbeae00-e229-4b7d-bdcc-1b0569d7e0c3probe01
0cbeae00-e229-4b7d-bdcc-1b0569d7e0c3,probe01,6749.000000000001,6685.000000000001,2125.9999999999995,0cbeae00-e229-4b7d-bdcc-1b0569d7e0c3probe01
0cbeae00-e229-4b7d-bdcc-1b0569d7e0c3,probe01,6749.000000000001,6685.000000000001,2125.9999999999995,0cbeae00-e229-4b7d-bdcc-1b0569d7e0c3probe01
0cbeae00-e229-4b7d-bdcc-1b0569d7e0c3,probe01,6798.999999999999,6474.000000000001,2125.9999999999995,0cbeae00-e229-4b7d-bdcc-1b0569d7e0c3probe01
0cbeae00-e229-4b7d-bdcc-1b0569d7e0c3,probe01,6749.000000000001,6664.0,2125.9999999999995,0cbeae00-e229-4b7d-bdcc-1b0569d7e0c3probe01
0cbeae00-e229-4b7d-bdcc-1b0569d7e0c3,probe01,6749.000000000001,6622.0,2125.9999999999995,0cbeae00-e229-4b7d-bdcc-1b0569d7e0c3probe01
0cbeae00-e229-4b7d-bdcc-1b0569d7e0c3,probe01,6749.000000000001,6580.000000000001,2125.9999999999995,0cbeae00-e229-4b7d-bdcc-1b0569d7e0c3probe01
0cbeae00-e229-4b7d-bdcc-1b0569d7e0c3,probe01,6749.000000000001,6622.0,2125.9999999999995,0cbeae00-e229-4b7d-bdcc-1b0569d7e0c3probe01
0cbeae00-e229-4b7d-bdcc-1b0569d7e0c3,probe01,6749.000000000001,6622.0,2125.9999999999995,0cbeae00-e229-4b7d-bdcc-1b0569d7e0c3probe01
0cbeae00-e229-4b7d-bdcc-1b0569d7e0c3,probe01,6749.000000000001,6601.000000000001,2125.9999999999995,0cbeae00-e229-4b7d-bdcc-1b0569d7e0c3probe01
0cbeae00-e229-4b7d-bdcc-1b0569d7e0c3,probe01,6749.000000000001,6601.000000000001,2125.9999999999995,0cbeae00-e229-4b7d-bdcc-1b0569d7e0c3probe01
0cbeae00-e229-4b7d-bdcc-1b0569d7e0c3,probe01,6749.000000000001,6643.000000000001,2125.9999999999995,0cbeae00-e229-4b7d-bdcc-1b0569d7e0c3probe01
0cbeae00-e229-4b7d-bdcc-1b0569d7e0c3,probe01,6749.000000000001,6580.000000000001,2125.9999999999995,0cbeae00-e229-4b7d-bdcc-1b0569d7e0c3probe01
0cbeae00-e229-4b7d-bdcc-1b0569d7e0c3,probe01,6749.000000000001,6580.000000000001,2125.9999999999995,0cbeae00-e229-4b7d-bdcc-1b0569d7e0c3probe01
0cbeae00-e229-4b7d-bdcc-1b0569d7e0c3,probe01,6749.000000000001,6580.000000000001,2125.9999999999995,0cbeae00-e229-4b7d-bdcc-1b0569d7e0c3probe01
0cbeae00-e229-4b7d-bdcc-1b0569d7e0c3,probe01,6749.000000000001,6580.000000000001,2125.9999999999995,0cbeae00-e229-4b7d-bdcc-1b0569d7e0c3probe01
0cbeae00-e229-4b7d-bdcc-1b0569d7e0c3,probe01,6798.999999999999,6474.000000000001,2125.9999999999995,0cbeae00-e229-4b7d-bdcc-1b0569d7e0c3probe01
0cbeae00-e229-4b7d-bdcc-1b0569d7e0c3,probe01,6749.000000000001,6559.0,2125.9999999999995,0cbeae00-e229-4b7d-bdcc-1b0569d7e0c3probe01
0cbeae00-e229-4b7d-bdcc-1b0569d7e0c3,probe01,6749.000000000001,6537.0,2125.9999999999995,0cbeae00-e229-4b7d-bdcc-1b0569d7e0c3probe01
0cbeae00-e229-4b7d-bdcc-1b0569d7e0c3,probe01,6749.000000000001,6559.0,2125.9999999999995,0cbeae00-e229-4b7d-bdcc-1b0569d7e0c3probe01
0cbeae00-e229-4b7d-bdcc-1b0569d7e0c3,probe01,6749.000000000001,6537.0,2125.9999999999995,0cbeae00-e229-4b7d-bdcc-1b0569d7e0c3probe01
